,bing,bing_tokens,bing_positivity_score,bing_negativity_score,google,google_tokens,google_positivity_score,google_negativity_score
0,barack obama father,"[barack, obama, father]",0.0,0.0,l'amérique fait combien de fois la france,"[l'amériqu, fait, combien, de, foi, la, franc]",0.0,0.0
1,barack obama father wwii,"[barack, obama, father, wwii]",0.0,0.0,l'amérique fait elle partie de l'europe,"[l'amériqu, fait, ell, parti, de, l'europ]",0.0,0.0
2,barack obama fairey,"[barack, obama, fairey]",0.0,0.0,l'amerique fait elle encore rever,"[l'ameriqu, fait, ell, encor, rever]",0.0,0.0
3,barack obama est-il un bon leader,"[barack, obama, est, il, un, bon, leader]",0.0,0.0,l'amérique fait appel,"[l'amériqu, fait, appel]",0.0,0.0
4,barack obama test tube,"[barack, obama, test, tube]",0.0,0.0,l'amérique fait rêver,"[l'amériqu, fait, rêver]",0.0,0.0
5,barack obama astrology sign,"[barack, obama, astrolog, sign]",0.0,0.0,pourquoi l amérique fait rever,"[pourquoi, l, amériqu, fait, rever]",0.0,0.0
6,barack obama struggles,"[barack, obama, struggl]",0.0,0.333333333333,l'amérique qui fait peur,"[l'amériqu, qui, fait, peur]",0.0,0.0
7,barack obama struggles and hardships,"[barack, obama, struggl, hardship]",0.0,0.25,pourquoi l'amerique fait elle rever,"[pourquoi, l'ameriqu, fait, ell, rever]",0.0,0.0
8,barack obama is the isis leader,"[barack, obama, isi, leader]",0.0,0.0,l'amérique ne fait plus rever,"[l'amériqu, ne, fait, plu, rever]",0.0,0.0
9,barack obama state of the union 2016,"[barack, obama, state, union, 2016]",0.0,0.0,reprise pourquoi l'amérique fait mieux que nous,"[repris, pourquoi, l'amériqu, fait, mieux, que, nou]",0.0,0.0
10,barack obama stephen harper,"[barack, obama, stephen, harper]",0.0,0.0,l'amérique est un pays,"[l'amériqu, est, un, pay]",0.0,0.0
11,barack obama stand up poster,"[barack, obama, stand, poster]",0.0,0.0,l'amérique est mon pays mais paris est mon chez moi,"[l'amériqu, est, mon, pay, mai, pari, est, mon, chez, moi]",0.0,0.0
12,barack obama is the first gay president,"[barack, obama, first, gay, presid]",0.0,0.0,l'amérique est il un pays,"[l'amériqu, est, il, un, pay]",0.0,0.0
13,barack obama stress,"[barack, obama, stress]",0.0,0.333333333333,l'amérique est figée,"[l'amériqu, est, figé]",0.0,0.0
14,barack obama state dinner speech,"[barack, obama, state, dinner, speech]",0.0,0.0,l'amerique est elle une democratie,"[l'ameriqu, est, ell, une, democrati]",0.0,0.0
15,obama faith,"[obama, faith]",0.5,0.0,l'amérique est née dans la rue,"[l'amériqu, est, née, dan, la, rue]",0.0,0.0
16,obama faith religion,"[obama, faith, religion]",0.333333333333,0.0,l'amérique est un pays ou un continent,"[l'amériqu, est, un, pay, ou, un, contin]",0.0,0.0
17,obama father,"[obama, father]",0.0,0.0,l'amérique est attaquée,"[l'amériqu, est, attaqué]",0.0,0.0
18,obama father religion,"[obama, father, religion]",0.0,0.0,pourquoi l amerique est une destination pour les immigrants,"[pourquoi, l, ameriqu, est, une, destin, pour, le, immigr]",0.0,0.0
19,obama father tribe,"[obama, father, tribe]",0.0,0.0,l'amérique latine est bien partie,"[l'amériqu, latin, est, bien, parti]",0.0,0.0
20,obama fatherhood quote,"[obama, fatherhood, quot]",0.0,0.0,barack obama fait du sport,"[barack, obama, fait, du, sport]",0.0,0.0
21,obama fitbit,"[obama, fitbit]",0.0,0.0,barack obama fait ses courses,"[barack, obama, fait, se, cours]",0.0,0.0
22,obama east schedule,"[obama, east, schedul]",0.0,0.0,barack obama fait du skate,"[barack, obama, fait, du, skate]",0.0,0.0
23,obama st laurent,"[obama, st, laurent]",0.0,0.0,barack obama fait le show,"[barack, obama, fait, le, show]",0.0,0.0
24,obama et michelle divorce,"[obama, et, michel, divorc]",0.0,0.0,barack obama fait un check,"[barack, obama, fait, un, check]",0.0,0.0
25,obama test tube theory,"[obama, test, tube, theori]",0.0,0.0,barack obama fait la priere,"[barack, obama, fait, la, prier]",0.0,0.0
26,obama et cuba,"[obama, et, cuba]",0.0,0.0,barack obama qu t il fait,"[barack, obama, qu, il, fait]",0.0,0.0
27,obama et castro,"[obama, et, castro]",0.0,0.0,ou barack obama a fait ses etudes,"[ou, barack, obama, fait, se, etud]",0.0,0.0
28,obama et benjamin netanyahu,"[obama, et, benjamin, netanyahu]",0.0,0.0,barack obama est le combientième président,"[barack, obama, est, le, combientièm, président]",0.0,0.0
29,obama et raul castro et pape,"[obama, et, raul, castro, et, pape]",0.0,0.0,barack obama est né ou,"[barack, obama, est, né, ou]",0.0,0.0
30,obama east,"[obama, east]",0.0,0.0,barack obama est gaucher,"[barack, obama, est, gaucher]",0.0,0.0
31,obama easter 2015,"[obama, easter, 2015]",0.0,0.0,barack obama est un hero,"[barack, obama, est, un, hero]",0.2,0.0
32,obama easter message,"[obama, easter, messag]",0.0,0.0,barack obama est democrate ou republicain,"[barack, obama, est, democr, ou, republicain]",0.0,0.0
33,obama best president ever,"[obama, best, presid, ever]",0.25,0.0,barack obama est mort,"[barack, obama, est, mort]",0.0,0.0
34,etats unis et la selection naturelle,"[etat, uni, et, la, select, naturel]",0.0,0.0,barack obama est de droite ou de gauche,"[barack, obama, est, de, droit, ou, de, gauch]",0.0,0.0
35,,[],0.0,0.0,barack obama est de quel origine,"[barack, obama, est, de, quel, origin]",0.0,0.0
36,,[],0.0,0.0,barack obama est il un bon président,"[barack, obama, est, il, un, bon, président]",0.0,0.0
37,,[],0.0,0.0,barack obama est il un héros,"[barack, obama, est, il, un, héro]",0.0,0.0
38,,[],0.0,0.0,obama fait du skate,"[obama, fait, du, skate]",0.0,0.0
39,,[],0.0,0.0,obama fait ses courses,"[obama, fait, se, cours]",0.0,0.0
40,,[],0.0,0.0,obama fait le clown,"[obama, fait, le, clown]",0.0,0.0
41,,[],0.0,0.0,obama fait le buzz,"[obama, fait, le, buzz]",0.0,0.0
42,,[],0.0,0.0,obama fait le show,"[obama, fait, le, show]",0.0,0.0
43,,[],0.0,0.0,obama fait son show,"[obama, fait, son, show]",0.0,0.0
44,,[],0.0,0.0,obama fait un check,"[obama, fait, un, check]",0.0,0.0
45,,[],0.0,0.0,obama fait de la gym,"[obama, fait, de, la, gym]",0.0,0.0
46,,[],0.0,0.0,obama fait des pompes,"[obama, fait, de, pomp]",0.0,0.0
47,,[],0.0,0.0,obama fait la grimace,"[obama, fait, la, grimac]",0.0,0.0
48,,[],0.0,0.0,obama est il un bon président,"[obama, est, il, un, bon, président]",0.0,0.0
49,,[],0.0,0.0,obama est mort,"[obama, est, mort]",0.0,0.0
50,,[],0.0,0.0,obama est democrate,"[obama, est, democr]",0.0,0.0
51,,[],0.0,0.0,obama est né ou,"[obama, est, né, ou]",0.0,0.0
52,,[],0.0,0.0,obama est il gaucher,"[obama, est, il, gaucher]",0.0,0.0
53,,[],0.0,0.0,obama est un reptile,"[obama, est, un, reptil]",0.0,0.0
54,,[],0.0,0.0,obama est gog,"[obama, est, gog]",0.0,0.0
55,,[],0.0,0.0,obama est le combientième president des usa,"[obama, est, le, combientièm, presid, de, usa]",0.0,0.0
56,,[],0.0,0.0,obama est musulman video,"[obama, est, musulman, video]",0.0,0.0
57,,[],0.0,0.0,obama est un extraterrestre,"[obama, est, un, extraterrestr]",0.0,0.0
58,,[],0.0,0.0,etats unis fait divers,"[etat, uni, fait, diver]",0.0,0.0
59,,[],0.0,0.0,etats unis fait partie de l'europe,"[etat, uni, fait, parti, de, l'europ]",0.0,0.0
60,,[],0.0,0.0,etats unis fait maison,"[etat, uni, fait, maison]",0.0,0.0
61,,[],0.0,0.0,etats unis le best of fait maison,"[etat, uni, le, best, fait, maison]",0.166666666667,0.0
62,,[],0.0,0.0,la sécheresse aux états-unis fait craindre le pire,"[la, sécheress, aux, état, uni, fait, craindr, le, pire]",0.0,0.0
63,,[],0.0,0.0,etats unis est,"[etat, uni, est]",0.0,0.0
64,,[],0.0,0.0,etats unis est ouest distance,"[etat, uni, est, ouest, distanc]",0.0,0.0
65,,[],0.0,0.0,etats unis est en ouest,"[etat, uni, est, en, ouest]",0.0,0.0
66,,[],0.0,0.0,etats unis est un pays,"[etat, uni, est, un, pay]",0.0,0.0
67,,[],0.0,0.0,etats unis est il un pays,"[etat, uni, est, il, un, pay]",0.0,0.0
68,,[],0.0,0.0,etats-unis est-il le plus grand pays du monde,"[etat, uni, est, il, le, plu, grand, pay, du, mond]",0.1,0.0
69,,[],0.0,0.0,etats unis est carte,"[etat, uni, est, cart]",0.0,0.0
70,,[],0.0,0.0,etats unis est ouest km,"[etat, uni, est, ouest, km]",0.0,0.0
71,,[],0.0,0.0,etats unis est routard,"[etat, uni, est, routard]",0.0,0.0
72,,[],0.0,0.0,etats unis est voyage,"[etat, uni, est, voyag]",0.0,0.0
